Fecha,Region,Estado,Municipio,Marca,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-24,Centro,Puebla,Amozoc,,ESTACION DE SERVICIO REAL VALLARTA SA DE CV,PL/4619/EXP/ES/2015,,23.40,27.50,27.00
2026-08-24,Noreste,Tamaulipas,Tampico,,COMBUSTIBLES JASA SA DE CV,PL/4618/EXP/ES/2015,,23.89,27.89,27.00
2026-08-24,Occidente,Michoacán,Uruapan,,MULTISERVICIO EXPRESS TAMACUA SA DE CV,PL/4617/EXP/ES/2015,,23.27,27.59,26.91
2026-08-24,Norte,Chihuahua,Juárez,,SERVICIO CRISTO REY SA DE CV,PL/4616/EXP/ES/2015,,19.19,,
2026-08-24,Centro,Puebla,Tepeaca,,CAMINO REAL DE TEPEACA SA DE CV,PL/4615/EXP/ES/2015,,23.50,27.60,27.00
2026-08-24,Centro,Puebla,Tepatlaxco de Hidalgo,,SERVICIO TEPATLAXCO SA DE CV,PL/4613/EXP/ES/2015,,23.40,27.50,27.00
2026-08-24,Noreste,Coahuila,Villa Unión,,ESTACION DE SERVICIO TGM SA DE CV,PL/4612/EXP/ES/2015,,20.35,,22.45
2026-08-24,Norte,Chihuahua,Juárez,,SERVICIO OASIS SA DE CV,PL/4610/EXP/ES/2015,,19.19,,25.39
2026-08-24,Noreste,Nuevo León,Guadalupe,,PETROMAX SA DE CV,PL/461/EXP/ES/2015,,24.49,29.99,26.99
2026-08-24,Centro,Querétaro,Querétaro,,GPDC ESTACIONES DE SERVICIO SA DE CV,PL/4609/EXP/ES/2015,,24.29,29.49,26.99
2026-08-24,Noroeste,Sonora,Hermosillo,,GASOLINERA Y SERVICIO PITIC SA DE CV,PL/4608/EXP/ES/2015,,23.90,29.00,
2026-08-24,Occidente,Guanajuato,Valle de Santiago,,ESTHER LEON LUVIANO,PL/4607/EXP/ES/2015,,24.00,29.45,27.00
2026-08-24,Occidente,Michoacán,Madero,,ESTACION DE SERVICIO LA CAPICHOLA SA DE CV,PL/4606/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Centro,Querétaro,Arroyo Seco,,EDMUNDO SANCHEZ OROZCO,PL/4605/EXP/ES/2015,,23.90,28.00,27.00
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4604/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4603/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4602/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4601/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4600/EXP/ES/2015,,19.19,23.29,
2026-08-24,Noreste,Tamaulipas,Reynosa,,PETROMAX SA DE CV,PL/460/EXP/ES/2015,,21.29,24.99,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4599/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4598/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4597/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4596/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4595/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4594/EXP/ES/2015,,19.19,23.29,
2026-08-24,Golfo,Veracruz,Cerro Azul,,DISTRIBUIDORAS DE ENERGETICOS LA FE SA DE CV,PL/4593/EXP/ES/2015,,22.99,26.99,26.99
2026-08-24,Sureste,Yucatán,Sucilá,,FERNANDO JOSE MARRUFO GOMEZ SA DE CV,PL/4592/EXP/ES/2015,,23.99,27.99,27.00
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4591/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4590/EXP/ES/2015,,19.19,23.29,
2026-08-24,Noreste,Coahuila,Saltillo,,PETROMAX SA DE CV,PL/459/EXP/ES/2015,,24.49,29.99,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4589/EXP/ES/2015,,19.19,23.29,
2026-08-24,Norte,Chihuahua,Juárez,,SUPER S RAPIDITOS BIP BIP SA DE CV,PL/4588/EXP/ES/2015,,19.19,23.29,
2026-08-24,Noroeste,Sinaloa,Mazatlán,,GASOLINERA LA SIRENA SA DE CV,PL/4587/EXP/ES/2015,,23.99,29.69,27.00
2026-08-24,Noroeste,Baja California,No especificado,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/4586/EXP/ES/2015,,21.99,27.19,
2026-08-24,Noroeste,Sonora,Rosario,,MARIO VALENZUELA CLARK,PL/4585/EXP/ES/2015,,24.99,29.99,28.99
2026-08-24,Noroeste,Sonora,Nogales,,PETROLERA LTB SA DE CV,PL/4584/EXP/ES/2015,,19.95,26.29,25.39
2026-08-24,Noroeste,Baja California Sur,No especificado,,AUTO SERVICIO LAS ARIPAS SA DE CV,PL/4583/EXP/ES/2015,,24.50,30.50,27.00
2026-08-24,Centro,Hidalgo,Tulancingo de Bravo,,LUIS IGNACIO VELASCO OROZCO,PL/4582/EXP/ES/2015,,23.79,27.79,27.00
2026-08-24,Norte,Chihuahua,Nuevo Casas Grandes,,PARADOR LOS ALAMOS SA DE CV,PL/4581/EXP/ES/2015,,23.99,,27.99
2026-08-24,Norte,Chihuahua,Juárez,,OPERADORA RAMSA SA DE CV,PL/4580/EXP/ES/2015,,18.77,,25.77
2026-08-24,Noreste,Nuevo León,Apodaca,,PETROMAX SA DE CV,PL/458/EXP/ES/2015,,24.49,29.99,
2026-08-24,Occidente,Jalisco,Guadalajara,,GASOLINERA DE LA VICTORIA SA,PL/4579/EXP/ES/2015,,23.99,29.44,27.00
2026-08-24,Centro,México,Nicolás Romero,,SERVICIO MONTEBAJO SA DE CV,PL/4578/EXP/ES/2015,,23.99,28.55,
2026-08-24,Sur,Guerrero,San Marcos,,ESTACION DE SERVICIO SAN ANTONIO SA DE CV,PL/4577/EXP/ES/2015,,23.99,29.85,27.00
2026-08-24,Noroeste,Nayarit,Ahuacatlán,,COMERCIALIZADORA Y ARRENDADORA ANBUR SA DE CV,PL/4576/EXP/ES/2015,,23.99,29.49,27.49
2026-08-24,Sur,Oaxaca,Ocotlán de Morelos,,ERIKA DOROTEO ORTIZ,PL/4575/EXP/ES/2015,,23.99,29.49,27.00
2026-08-24,Sur,Guerrero,Marquelia,,ESTACION DE SERVICIO SAN ANTONIO SA DE CV,PL/4574/EXP/ES/2015,,23.99,29.99,27.00
2026-08-24,Noreste,Nuevo León,Monterrey,,PETROMAX SA DE CV,PL/4573/EXP/ES/2015,,24.49,29.99,
2026-08-24,Noroeste,Sonora,Yécora,,COMBUSTIBLES Y REFACCIONES DE YECORA SA DE CV,PL/4572/EXP/ES/2015,,25.89,29.99,27.00
2026-08-24,Sur,Guerrero,Cuajinicuilapa,,ESTACION DE SERVICIO SAN ANTONIO SA DE CV,PL/4571/EXP/ES/2015,,23.99,29.99,
2026-08-24,Noroeste,Sonora,Magdalena,,SERVICIO ALCATRAZ SA DE CV,PL/4570/EXP/ES/2015,,23.96,29.82,26.98
2026-08-24,Noroeste,Baja California,Playas de Rosarito,,PETROMAX SA DE CV,PL/457/EXP/ES/2015,,22.99,29.49,
2026-08-24,Noroeste,Sonora,Cajeme,,BELLAS ARTES GASOLINERA SA DE CV,PL/4569/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Noreste,Nuevo León,Monterrey,,SERVICIOS CUMBRES SA DE CV,PL/4568/EXP/ES/2015,,24.59,29.99,
2026-08-24,Noroeste,Baja California,No especificado,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/4567/EXP/ES/2015,,22.19,27.19,
2026-08-24,Centro,Hidalgo,Mineral de la Reforma,,SERVI-GARZA UAEH SA DE CV,PL/4566/EXP/ES/2015,,23.29,27.99,26.99
2026-08-24,Sureste,Yucatán,Umán,,CARBURANTES DE YUCATAN SA DE CV,PL/4565/EXP/ES/2015,,24.39,27.99,27.00
2026-08-24,Sureste,Yucatán,Tizimín,,CARBURANTES DE YUCATAN SA DE CV,PL/4564/EXP/ES/2015,,23.99,27.99,27.00
2026-08-24,Occidente,Zacatecas,Pinos,,PARADOR HACIENDA NUEVA SA DE CV,PL/4563/EXP/ES/2015,,23.99,,27.00
2026-08-24,Sur,Guerrero,Cuajinicuilapa,,ESTACION DE SERVICIO SAN ANTONIO SA DE CV,PL/4562/EXP/ES/2015,,23.99,29.99,27.69
2026-08-24,Occidente,Jalisco,Unión de Tula,,UNION CASMO S DE RL DE CV,PL/4561/EXP/ES/2015,,24.00,29.96,27.00
2026-08-24,Occidente,Jalisco,Zapopan,,SERVICIO LA CORONELA S.A. DE C.V.,PL/4560/EXP/ES/2015,,24.09,29.89,
2026-08-24,Noreste,Coahuila,Saltillo,,PETROMAX SA DE CV,PL/456/EXP/ES/2015,,24.49,29.99,
2026-08-24,Centro,México,Nezahualcóyotl,,GRUPO OCTANUS DEL CENTRO SA DE CV,PL/4559/EXP/ES/2015,,23.50,28.40,
2026-08-24,Noroeste,Sonora,Magdalena,,SERVICIO ALCATRAZ SA DE CV,PL/4558/EXP/ES/2015,,23.95,29.87,26.79
2026-08-24,Sureste,Yucatán,Mérida,,CARBURANTES DE YUCATAN SA DE CV,PL/4557/EXP/ES/2015,,24.39,27.99,27.00
2026-08-24,Sureste,Quintana Roo,Solidaridad,,MULTISERVICIOS PLAYA DEL CARMEN SA DE CV,PL/4555/EXP/ES/2015,,25.38,28.99,28.28
2026-08-24,Centro,Hidalgo,Villa de Tezontepec,,CELSO REYES BAUTISTA SANCHEZ,PL/4554/EXP/ES/2015,,23.99,,27.00
2026-08-24,Sureste,Quintana Roo,No especificado,,MULTISERVICIOS PETROLIFEROS DE QUINTANA ROO SA DE CV,PL/4553/EXP/ES/2015,,23.99,28.28,26.98
2026-08-24,Centro,Querétaro,Colón,,GPDC ESTACIONES DE SERVICIO SA DE CV,PL/4552/EXP/ES/2015,,24.49,29.29,26.99
2026-08-24,Sureste,Quintana Roo,No especificado,,MULTISERVICIOS PETROLIFEROS DE QUINTANA ROO SA DE CV,PL/4551/EXP/ES/2015,,23.99,28.28,26.98
2026-08-24,Sureste,Quintana Roo,No especificado,,MULTISERVICIOS PETROLIFEROS DE QUINTANA ROO SA DE CV,PL/4550/EXP/ES/2015,,23.99,28.50,27.00
2026-08-24,Noreste,Nuevo León,Santa Catarina,,PETROMAX SA DE CV,PL/455/EXP/ES/2015,,24.49,29.99,
2026-08-24,Noroeste,Baja California,No especificado,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/4549/EXP/ES/2015,,22.14,27.24,
2026-08-24,Occidente,Zacatecas,Monte Escobedo,,PARADOR HACIENDA NUEVA SA DE CV,PL/4548/EXP/ES/2015,,23.89,28.70,27.00
2026-08-24,Noreste,Nuevo León,Santa Catarina,,PETROMAX SA DE CV,PL/4547/EXP/ES/2015,,24.49,29.99,26.99
2026-08-24,Norte,Chihuahua,Coyame del Sotol,,SERVICIO COYAME SA DE CV,PL/4545/EXP/ES/2015,,24.99,,29.29
2026-08-24,Centro,Querétaro,Pinal de Amoles,,SERVICIO LAS MISIONES SA DE CV,PL/4544/EXP/ES/2015,,23.99,,27.90
2026-08-24,Occidente,Zacatecas,Guadalupe,,ENERRED S DE RL DE CV,PL/4543/EXP/ES/2015,,23.99,,27.00
2026-08-24,Centro,Ciudad de México,Benito Juárez,,CONSORCIO GASOLINERO PLUS SA DE CV,PL/4542/EXP/ES/2015,,23.99,29.69,
2026-08-24,Noroeste,Sinaloa,Salvador Alvarado,,GASOLINERA EL NUEVO CANTON SA DE CV,PL/4541/EXP/ES/2015,,22.99,27.99,
2026-08-24,Norte,Chihuahua,Chihuahua,,GASOLINERA EL NAVEGANTE SA DE CV,PL/4540/EXP/ES/2015,,23.97,27.97,26.97
2026-08-24,Noreste,Tamaulipas,Reynosa,,PETROMAX SA DE CV,PL/454/EXP/ES/2015,,21.29,24.99,
2026-08-24,Noroeste,Sinaloa,Salvador Alvarado,,SERVICIO HAROCA SA DE CV,PL/4539/EXP/ES/2015,,22.99,27.99,26.49
2026-08-24,Golfo,Veracruz,Jesús Carranza,,SERVICIO SANMSA SA DE CV,PL/4538/EXP/ES/2015,,23.79,27.79,27.00
2026-08-24,Occidente,Jalisco,Arandas,,GASOLINERA ARANDAS SA DE CV,PL/4537/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Noreste,Nuevo León,Apodaca,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/4536/EXP/ES/2015,,23.99,29.99,27.00
2026-08-24,Centro,México,Metepec,,IMPULSORA PETROLERA DEL CENTRO SA DE CV,PL/4535/EXP/ES/2015,,23.77,28.37,26.99
2026-08-24,Occidente,Guanajuato,Villagrán,,SERVICIO VILLAGRAN SA DE CV,PL/4534/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Sur,Chiapas,Villaflores,,DELFINA MORALES RODRIGUEZ,PL/4533/EXP/ES/2015,,24.00,28.68,27.00
2026-08-24,Centro,México,Lerma,,SUPER SERVICIO GUADALUPE INSURGENTES SA DE CV,PL/4532/EXP/ES/2015,,23.59,28.37,26.99
2026-08-24,Noreste,Tamaulipas,Victoria,,ARCE EXPRESS GASOLINERA SA DE CV,PL/4531/EXP/ES/2015,,23.99,28.69,
2026-08-24,Noreste,Nuevo León,San Pedro Garza García,,PETROMAX SA DE CV,PL/4530/EXP/ES/2015,,24.59,29.99,
2026-08-24,Noreste,Tamaulipas,Reynosa,,PETROMAX SA DE CV,PL/453/EXP/ES/2015,,21.29,24.99,
2026-08-24,Noreste,Tamaulipas,Tampico,,SERVICIO MADITAM SA DE CV,PL/4529/EXP/ES/2015,,23.80,27.69,
2026-08-24,Noreste,Nuevo León,San Nicolás de los Garza,,PETROMAX SA DE CV,PL/4527/EXP/ES/2015,,24.49,29.99,
2026-08-24,Noroeste,Baja California,No especificado,,GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/4526/EXP/ES/2015,,22.19,27.19,25.39
2026-08-24,Centro,México,Capulhuac,,GERARDO REYNALDO GUTIERREZ RUIZ,PL/4525/EXP/ES/2015,,23.99,28.32,27.00
2026-08-24,Sureste,Yucatán,Tizimín,,MULTISERVICIO TIZIMIN SA DE CV,PL/4524/EXP/ES/2015,,23.99,27.99,27.00
2026-08-24,Occidente,Guanajuato,Celaya,,COMBUSTIBLES Y SERVICIOS BOULEVARD SA DE CV,PL/4522/EXP/ES/2015,,23.99,28.39,
2026-08-24,Noroeste,Sinaloa,Navolato,,EMERALD GAS SA DE CV,PL/4521/EXP/ES/2015,,24.50,30.50,
2026-08-24,Occidente,Guanajuato,Celaya,,COMBUSTIBLES DE RINCON DE TAMAYO SA DE CV,PL/4520/EXP/ES/2015,,23.38,27.99,26.99
2026-08-24,Occidente,Jalisco,Tonalá,,PETROMAX SA DE CV,PL/452/EXP/ES/2015,,24.59,29.99,
2026-08-24,Centro,Ciudad de México,Iztapalapa,,CONSORCIO GASOLINERO PLUS SA DE CV,PL/4519/EXP/ES/2015,,23.99,29.69,26.99
2026-08-24,Noroeste,Sinaloa,Culiacán,,MEGA SERVICIOS DE OCCIDENTE SA DE CV,PL/4518/EXP/ES/2015,,24.50,30.50,
2026-08-24,Occidente,Guanajuato,San Luis de la Paz,,J JESUS VAZQUEZ,PL/4516/EXP/ES/2015,,23.38,27.93,26.90
2026-08-24,Noreste,Tamaulipas,Matamoros,,SERVICIOS GON ELI SA DE CV,PL/4515/EXP/ES/2015,,20.37,24.49,27.00
2026-08-24,Occidente,Guanajuato,San Luis de la Paz,,J JESUS VAZQUEZ,PL/4514/EXP/ES/2015,,23.45,28.00,
2026-08-24,Centro,Puebla,Huehuetlán el Chico,,SERVICIO ONARI SA DE CV,PL/4513/EXP/ES/2015,,23.99,29.05,27.00
2026-08-24,Noreste,Tamaulipas,Matamoros,,COMBUSTIBLES Y ALIMENTOS GONELI SA DE CV,PL/4512/EXP/ES/2015,,20.37,24.49,
2026-08-24,Sur,Oaxaca,No especificado,,GASOLINERA VALLES DE ZIMATLAN SA DE CV,PL/4511/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Sur,Oaxaca,Heroica Ciudad de Ejutla de Crespo,,ESTACION DE SERVICIO DIAZ JIMENEZ SA DE CV,PL/4510/EXP/ES/2015,,23.99,29.35,27.00
2026-08-24,Noreste,Nuevo León,Apodaca,,PETROMAX SA DE CV,PL/451/EXP/ES/2015,,23.99,29.99,
2026-08-24,Noreste,Coahuila,Monclova,,AUTO SERVICIO COAHUILA SA DE CV,PL/4509/EXP/ES/2015,,23.89,29.30,
2026-08-24,Golfo,Veracruz,Tezonapa,,ABASTECEDORA DE COMBUSTIBLE DE COSOLAPA SA DE CV,PL/4508/EXP/ES/2015,,23.99,,27.00
2026-08-24,Sur,Oaxaca,Heroica Ciudad de Ejutla de Crespo,,LEONARDO DIAZ CRUZ,PL/4507/EXP/ES/2015,,23.99,29.35,27.00
2026-08-24,Occidente,Jalisco,Tlajomulco de Zúñiga,,JOSE LUIS IBARRA NAVARRO,PL/4506/EXP/ES/2015,,23.79,28.69,26.98
2026-08-24,Centro,Tlaxcala,Apizaco,,MARA GAS SA DE CV,PL/4505/EXP/ES/2015,,22.90,27.11,26.66
2026-08-24,Centro,Tlaxcala,Nanacamilpa de Mariano Arista,,GAS MARA SA DE CV,PL/4504/EXP/ES/2015,,23.18,27.78,26.92
2026-08-24,Occidente,Jalisco,Tonalá,,GASOLINERA SAN GASPAR SA DE CV,PL/4503/EXP/ES/2015,,23.69,29.39,27.00
2026-08-24,Centro,México,Ecatepec de Morelos,,SERVICIO OXNARD SA DE CV,PL/4502/EXP/ES/2015,,23.99,28.47,
2026-08-24,Occidente,Jalisco,El Arenal,,SIMBA EXPRESS SA DE CV,PL/4501/EXP/ES/2015,,23.99,29.79,26.97
2026-08-24,Sur,Chiapas,Tuxtla Gutiérrez,,DINAMICA DE COMBUSTIBLES SA DE CV,PL/4500/EXP/ES/2015,,23.94,25.20,27.00
2026-08-24,Noreste,Nuevo León,Apodaca,,PETROMAX SA DE CV,PL/450/EXP/ES/2015,,24.49,29.99,27.99
2026-08-24,Centro,Hidalgo,Pachuca de Soto,,LUDJOSA-GASO SA DE CV,PL/4499/EXP/ES/2015,,23.99,27.99,26.99
2026-08-24,Noreste,Nuevo León,San Nicolás de los Garza,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/4498/EXP/ES/2015,,23.99,29.99,
2026-08-24,Golfo,Tabasco,Centro,,SERVICIO PERIMENDEZ SA DE CV,PL/4497/EXP/ES/2015,,23.99,28.69,
2026-08-24,Noroeste,Sonora,Hermosillo,,GRUPO LESTEF SA DE CV,PL/4496/EXP/ES/2015,,24.69,29.99,
2026-08-24,Sureste,Yucatán,Tizimín,,MULTISERVICIO TIZIMIN SA DE CV,PL/4495/EXP/ES/2015,,23.99,27.99,27.00
2026-08-24,Golfo,Tabasco,Centro,,SERVICIO PERIMENDEZ SA DE CV,PL/4494/EXP/ES/2015,,23.99,28.49,27.00
2026-08-24,Noreste,Tamaulipas,Xicoténcatl,,COMBUSTIBLES Y LUBRICANTES DEL GUAYALEJO SA DE CV,PL/4493/EXP/ES/2015,,23.99,27.39,27.00
2026-08-24,Norte,Durango,Santiago Papasquiaro,,SERVICIO PIZARRO SA DE CV,PL/4492/EXP/ES/2015,,24.49,,27.99
2026-08-24,Sur,Guerrero,Iguala de la Independencia,,COMBUSTIBLES DEL SUR SA DE CV,PL/4491/EXP/ES/2015,,23.78,29.49,27.00
2026-08-24,Norte,Chihuahua,Nuevo Casas Grandes,,RAD COMBUSTIBLES SA DE CV,PL/4490/EXP/ES/2015,,23.99,29.85,27.49
2026-08-24,Noroeste,Baja California,No especificado,,PETROMAX SA DE CV,PL/449/EXP/ES/2015,,22.99,28.49,
2026-08-24,Centro,Morelos,Zacatepec,,SERVICIO BENITO JUAREZ SA DE CV,PL/4489/EXP/ES/2015,,23.95,28.45,26.99
2026-08-24,Noroeste,Sonora,Santa Ana,,EMMA ARMIDA FELIX LOUSTAUNAU,PL/4488/EXP/ES/2015,,24.14,27.05,29.15
2026-08-24,Sur,Guerrero,Iguala de la Independencia,,COMBUSTIBLES DEL SUR SA DE CV,PL/4487/EXP/ES/2015,,23.90,29.49,27.00
2026-08-24,Noroeste,Baja California Sur,No especificado,,ESTACION DE SERVICIO BAHIA ASUNCION SA DE CV,PL/4486/EXP/ES/2015,,24.99,29.99,29.49
2026-08-24,Centro,Puebla,Huejotzingo,,SERVICIO AGUILAR LOZANO 0805 S DE RL DE CV,PL/4485/EXP/ES/2015,,23.85,27.62,26.99
2026-08-24,Sur,Oaxaca,Salina Cruz,,OPERADORA MANVER S DE RL DE CV,PL/4484/EXP/ES/2015,,23.99,28.48,27.00
2026-08-24,Noreste,Tamaulipas,Victoria,,AUTO SERVICIO ARCE SA DE CV,PL/4483/EXP/ES/2015,,23.99,28.69,
2026-08-24,Noroeste,Sinaloa,Ahome,,COMBUSTIBLES Y LUBRICANTES DE LOS MOCHIS SA DE CV,PL/4482/EXP/ES/2015,,23.99,29.19,27.00
2026-08-24,Noroeste,Sinaloa,Ahome,,COMBUSTIBLES Y LUBRICANTES DE LOS MOCHIS SA DE CV,PL/4481/EXP/ES/2015,,23.70,28.75,27.00
2026-08-24,Noroeste,Sinaloa,Culiacán,,SERVICOM DE LA COSTA DEL PACIFICO SA DE CV,PL/4480/EXP/ES/2015,,23.99,29.69,
2026-08-24,Noreste,Nuevo León,Gral. Escobedo,,PETROMAX SA DE CV,PL/448/EXP/ES/2015,,24.49,29.99,
2026-08-24,Noroeste,Baja California,Tijuana,,INMOBILIARIA KILIKIS SA DE CV,PL/4479/EXP/ES/2015,,23.89,27.99,
2026-08-24,Noreste,Tamaulipas,Gustavo Díaz Ordaz,,PETRO LONSA SA DE CV,PL/4478/EXP/ES/2015,,21.28,,25.39
2026-08-24,Norte,Durango,Ocampo,,PEDRO TOQUERO GUTIERREZ,PL/4477/EXP/ES/2015,,24.50,30.00,28.50
2026-08-24,Norte,Durango,Hidalgo,,PEDRO TOQUERO GUTIERREZ,PL/4476/EXP/ES/2015,,24.50,30.00,28.50
2026-08-24,Centro,Querétaro,San Juan del Río,,CORPORATIVO AXA SA DE CV,PL/4475/EXP/ES/2015,,23.98,28.48,26.99
2026-08-24,Occidente,Guanajuato,Purísima del Rincón,,RAUL RIZO RAMIREZ,PL/4474/EXP/ES/2015,,23.99,,27.00
2026-08-24,Centro,Puebla,San Pedro Cholula,,SERVICIO LA CANTERA SA DE CV,PL/4473/EXP/ES/2015,,23.80,28.50,26.99
2026-08-24,Noroeste,Sinaloa,Mazatlán,,SERVICOM DE LA COSTA DEL PACIFICO SA DE CV,PL/4472/EXP/ES/2015,,23.99,29.59,27.00
2026-08-24,Noroeste,Sinaloa,Ahome,,COMBUSTIBLES Y LUBRICANTES DE LOS MOCHIS SA DE CV,PL/4471/EXP/ES/2015,,23.99,29.19,27.00
2026-08-24,Norte,Chihuahua,Guadalupe y Calvo,,GASOLINERA Y SERVICIOS LA SIERRA SA DE CV,PL/4470/EXP/ES/2015,,25.99,30.24,29.29
2026-08-24,Noreste,Nuevo León,Santa Catarina,,PETROMAX SA DE CV,PL/447/EXP/ES/2015,,24.49,29.99,
2026-08-24,Sur,Guerrero,Quechultenango,,HIGINIO ARISTARCO PRUDENTE CORONA,PL/4469/EXP/ES/2015,,23.99,29.25,26.80
2026-08-24,Noroeste,Sinaloa,Ahome,,ESTACION DE SERVICIO MACIAS S DE RL,PL/4468/EXP/ES/2015,,23.99,,
2026-08-24,Occidente,Zacatecas,General Enrique Estrada,,SANDRA ANGELICA TORRES DIAZ,PL/4467/EXP/ES/2015,,23.98,,27.00
2026-08-24,Occidente,Zacatecas,General Enrique Estrada,,GASOLINERA MADERO SA DE CV,PL/4465/EXP/ES/2015,,23.98,28.79,27.00
2026-08-24,Sureste,Yucatán,Mérida,,ESTACION DE SERVICIOS LAS PALMAS SA DE CV,PL/4464/EXP/ES/2015,,24.39,27.99,27.00
2026-08-24,Sureste,Yucatán,Mérida,,ESTACION DE SERVICIOS LAS PALMAS SA DE CV,PL/4463/EXP/ES/2015,,24.39,27.94,27.00
2026-08-24,Sureste,Yucatán,Tizimín,,ESTACION DE SERVICIOS LAS PALMAS SA DE CV,PL/4462/EXP/ES/2015,,23.99,27.99,27.40
2026-08-24,Sureste,Yucatán,Kanasín,,ESTACION DE SERVICIOS LAS PALMAS SA DE CV,PL/4461/EXP/ES/2015,,23.39,27.99,27.00
2026-08-24,Occidente,Guanajuato,Pueblo Nuevo,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/4460/EXP/ES/2015,,23.99,29.99,27.00
2026-08-24,Noreste,Coahuila,Saltillo,,PETROMAX SA DE CV,PL/446/EXP/ES/2015,,24.49,29.99,
2026-08-24,Centro,Hidalgo,Tepeji del Río de Ocampo,,SERVICIO PLUS TEPEJI SA DE CV,PL/4459/EXP/ES/2015,,23.46,27.69,26.99
2026-08-24,Centro,Puebla,Puebla,,COMBUSTIBLES AJA SA DE CV,PL/4458/EXP/ES/2015,,23.75,25.50,26.99
2026-08-24,Norte,Chihuahua,Balleza,,ZEFERINO CHAVIRA GARCIA,PL/4457/EXP/ES/2015,,24.50,,27.37
2026-08-24,Centro,Hidalgo,Tepeji del Río de Ocampo,,SERVICIO EL CRUCERO SA DE CV,PL/4456/EXP/ES/2015,,23.46,27.69,26.99
2026-08-24,Centro,Puebla,Puebla,,COMBUSTIBLES JV SA DE CV,PL/4455/EXP/ES/2015,,23.99,28.49,
2026-08-24,Centro,Hidalgo,Tepeji del Río de Ocampo,,SERVICIO EL CRUCERO SA DE CV,PL/4454/EXP/ES/2015,,23.21,27.55,
2026-08-24,Sur,Guerrero,Taxco de Alarcón,,ESTACION DE SERVICIO B & B S A P I DE CV,PL/4453/EXP/ES/2015,,23.99,28.99,27.00
2026-08-24,Occidente,Aguascalientes,Aguascalientes,,MULTISERVICIO LA VILLITA SA DE CV,PL/4452/EXP/ES/2015,,23.89,28.39,26.99
2026-08-24,Occidente,Zacatecas,Villa de Cos,,MULTISERVICIO LA VILLITA SA DE CV,PL/4451/EXP/ES/2015,,23.79,28.49,26.99
2026-08-24,Occidente,Zacatecas,Fresnillo,,MULTISERVICIO LA VILLITA SA DE CV,PL/4450/EXP/ES/2015,,23.69,28.29,26.99
2026-08-24,Noreste,Nuevo León,Santiago,,PETROMAX SA DE CV,PL/445/EXP/ES/2015,,24.59,29.99,
2026-08-24,Occidente,Zacatecas,Fresnillo,,MULTISERVICIO LA VILLITA SA DE CV,PL/4449/EXP/ES/2015,,23.99,28.89,27.29
2026-08-24,Sur,Chiapas,La Trinitaria,,"COMBUSTIBLES, BARRIO SAN JOSE SA DE CV",PL/4448/EXP/ES/2015,,23.50,27.79,26.90
